Object,Teff,Lum,Distance,Parallax,Av,logg,[Fe/H]
HIP_93605,2953.710565790534,3313.518816346159,217.8595244354316,4.76,0.0799443597207888,-0.3220001715166534,-0.0839174216439716
HIP_13502,3084.125810265541,26799.94852671939,210.0840235116771,4.76,0.0042878556962345,-0.499,-0.1593118969890114
HIP_100935,2780.318052023649,10381.515178810852,185.92479170567464,4.75,0.0237556115654313,-0.499,-0.0878071828768544
HIP_76573,3199.428235766245,2953.494880486872,198.42971913429236,4.75,0.0102542246475098,-0.0473593994589984,-0.082171056288917
HIP_112078,3414.311201852979,2141.74382430341,268.4319914085748,4.74,0.0194630903325037,0.3544789688443153,-0.0238661251699368
HIP_56899,3504.4228680431843,1369.2886988490131,264.8068243684474,4.74,0.0067203373152464,0.227129099253454,-0.0755973880584886
HIP_28166,3225.2438205876388,4734.484378052173,417.2135585963277,4.73,0.0729171218575966,-0.4056142347442852,-0.1605446514251158
HIP_112102,3502.5666201487184,842.9815177023467,201.15425971373037,4.73,0.0052230817257078,0.3285072178642307,-0.0983101204198446
HIP_75530,3734.973372949753,1515.4020144301546,244.2047907288716,4.73,0.0142711925887709,0.5157671163443034,-0.0648741829782133
HIP_107315,4223.340208766313,8460.752916619436,211.4164896337316,4.73,0.0150707357843821,0.0847491522144885,-0.0362419207494428
HIP_14417,3693.144623190165,852.0685793788149,211.8644161972296,4.72,0.0168346666306366,0.3033974118445242,-0.2053266423150052
HIP_97630,3616.35367344661,1522.4211343273753,216.92572753977555,4.71,0.015337099250286,0.1864411050087699,-0.1348728868279876
HIP_51585,3611.383975391509,1750.9143134626,264.7000438713784,4.7,0.0044168390776309,0.1991400050778562,-0.0645617609356572
HIP_63024,3326.020624372177,3106.6826541157907,232.26126163202235,4.69,0.004890467892026,-0.2188916992682896,-0.1687867077015541
HIP_73945,3964.1063076257706,739.7323536157891,194.57952419406053,4.69,0.053016140759696,0.9145174415984024,-0.0544172630283806
HIP_37379,3951.466754078865,953.715531707894,212.23815061172192,4.69,0.0084163781661302,0.6723823770143307,-0.0558167234619833
HIP_43215,3361.6373809147626,1663.786973332324,225.73371462132545,4.68,0.0096916040853962,0.0497972552440888,-0.1077718111229402
HIP_43603,3632.375482376665,730.387465877192,224.3108726651296,4.67,0.0088468556919676,0.4822727336012522,-0.1394121715949297
HIP_73350,3649.9075454100966,631.3172143548046,197.94171209739267,4.65,0.0195780128043983,0.6675520544786715,-0.0157624282340149
HIP_57512,3720.107326693833,938.3489690222516,215.51724758074505,4.64,0.0450922158751671,0.4394148036434551,-0.1801858727187736
HIP_96399,3534.156775083393,706.9219465255026,192.1883105932384,4.63,0.0109945914901593,0.3670964099492178,-0.152315541055587
HIP_93270,3455.1004772423767,1029.3146097843137,209.91566790509768,4.63,0.0355915295356203,0.3344161616730954,-0.0812154995217125
HIP_71995,3592.131891346362,1649.4557775541484,183.04723492059983,4.63,0.0067937565017914,0.2181875598214659,-0.0815735894412204
HIP_99631,4006.008923873742,707.1593964782564,210.67486454272287,4.61,0.0571229017506393,0.8674972117821427,-0.0037108325209369
HIP_96111,3433.5132479667664,1636.364326492668,269.89126725081223,4.59,0.0565136693728567,0.0652373737901754,-0.1376014630165382
HIP_46515,4197.581459283829,1190.2540764407204,215.13375712594583,4.59,0.0082099568102088,0.6527703440181614,-0.125639329982053
HIP_50332,3338.353833250585,1796.896299416184,219.29824836586545,4.56,0.0147067913472391,-0.0216794192106108,-0.1692828545071433
HIP_95902,3215.911674592644,3081.4511607266986,219.78021056708823,4.55,0.0118293864866998,-0.1587899924169251,-0.1571825992487329
HIP_56293,3569.190824960824,712.1196000901797,220.26431903136935,4.54,0.0077891573483693,0.4669954885015013,-0.0988070174751236
HIP_31099,3533.016147608869,1192.9471558851487,277.26336304566456,4.53,0.0058472717153425,0.1899298763188666,-0.1651130432176699
HIP_45455,3823.173402386019,872.014427010555,220.75054165225012,4.53,0.0052079112632269,0.6224299377861247,-0.1825378348854801
HIP_55639,3129.1872657835484,2210.227991491295,356.5763732044098,4.52,0.0079593994999107,-0.1372593679701603,-0.1208287235268885
HIP_56518,3504.553619772196,1462.8049123928015,221.2389389866809,4.52,0.0172322010434763,0.1709222599399602,-0.1613662517199842
HIP_40282,3661.209444924316,1157.1692251319182,240.12752799525325,4.52,0.0108991913647111,0.2396318234129939,-0.1824245482230087
HIP_74386,3455.670082939323,2890.821736312187,291.97832279394754,4.51,0.0119790191916482,0.1300727469895921,-0.0946594669053736
HIP_34912,3556.038753837347,1517.000723611876,222.4856025714407,4.51,0.0109230510427659,0.0877593843078701,-0.1722233762493722
HIP_78781,2880.6459081172943,1827.2067359510183,310.37316955408454,4.49,0.2004287137781503,-0.3749507920060351,-0.1937725622131574
HIP_92079,3412.831227108836,1740.25387588063,224.58147818100488,4.49,0.1156416769576551,0.1215492182971145,-0.0752175545820258
HIP_55173,3619.89837619476,2371.955206132399,252.01042524152157,4.48,0.0072382461171103,-0.0042773013574093,-0.0947148054395205
HIP_67664,3748.172957450152,1469.799920147453,283.965456150435,4.48,0.0863840869733363,0.0946613802231048,-0.2598031258753889
HIP_97586,1757.0791244506836,9172.260766975503,620.6210700370189,4.48,0.1552200548010031,-0.499,-0.0820532953031625
HIP_107151,3666.4869882642233,1184.246886519778,213.3654326153236,4.47,0.0138034154100203,0.4148333446174392,-0.0211147123226622
HIP_46194,3431.5176745617646,1059.1602281834023,224.2152447190285,4.46,0.0092934036529147,0.2323112910750273,-0.1544475024159664
HIP_28930,3547.7510926988907,1421.5367548962697,263.8489436689813,4.44,0.0544676992287634,0.2087438806796724,-0.129250649130349
HIP_110346,3462.543054530397,908.9941275605808,226.1657034999297,4.43,0.0170636894945107,0.2655605329187054,-0.1020928499927025
HIP_81660,4492.064076894894,730.9639449489188,220.55641337033725,4.43,0.0059021638199278,0.8229728508890206,-0.1966438768279208
HIP_92791,3399.874429561605,9004.091110853356,228.0233136210093,4.43,0.0152042786796584,-0.3711284043524712,-0.1360595188371405
HIP_63950,3383.19628914629,2230.8402846492822,184.7430163213288,4.43,0.0045776608346993,0.013806081503584,-0.0709252006199092
HIP_57505,3206.0242399573326,1897.0016534696208,234.56163293124,4.42,0.0974121703211779,-0.2754417678126835,-0.2243513728810358
HIP_88657,3566.932146053296,1585.7942828867,182.1525196607613,4.42,0.0252313253712048,0.2394738120661701,-0.0687716304894559
HIP_13756,3516.717956826324,2097.053730426745,309.6639078858718,4.42,0.0596799842155093,0.1684467970746777,-0.0242963977505321
HIP_60979,3561.445511877537,1461.908018545928,270.6449079664129,4.42,0.0192698121508062,0.0940664594831028,-0.1782553227097432
HIP_118277,3845.570722818375,985.1044780606616,270.1781860236764,4.42,0.0055732669164345,0.5187013454721852,-0.1322054997751753
HIP_95049,3417.811032123864,861.5456275951809,209.7901897682208,4.41,0.0974384278713999,0.3517331044052376,-0.0384296429061665
HIP_79804,3410.5514267319813,2556.34496464087,216.11004927321704,4.41,0.0055401296680415,-0.1294953960958551,-0.1845682050183624
HIP_108133,3661.3297993317246,1403.810430545315,250.3248252127813,4.41,0.0165181346810607,0.0455208418622463,-0.2419197445529531
HIP_62423,3753.885672800243,890.4992711999496,235.4144375393257,4.4,0.0054066844764407,0.4573180935401493,-0.2130776666428197
HIP_73497,3706.15906047402,984.4534143597788,219.9326244018418,4.39,0.0338766460935286,0.5012368766954878,-0.0105702412504949
HIP_39659,3537.601708229631,660.443319448428,184.90355257592637,4.38,0.004486163412025,0.4820007549619314,-0.0710435929936867
HIP_7506,3514.8712053895,785.5443650175488,228.832957937724,4.37,0.0049008563400023,0.3398258466876092,-0.1922293778857498
HIP_26344,3699.7971183853215,1173.6204306634222,265.898852184524,4.37,0.0750503281080876,0.3471834809866765,-0.2129993059371889
HIP_114930,3115.65985199064,1962.294277220571,239.56928477517795,4.36,0.0171510200571705,0.1551931750104964,-0.0440368374177355
HIP_94162,3170.2871680259705,4121.356497331865,438.44321059469496,4.35,0.0422850857506716,-0.499,-0.3812447728094876
HIP_83462,3386.156020317867,1598.3474836124894,242.63392221922837,4.35,0.0107182026666203,0.0524546122291083,-0.1396864331324036
HIP_45915,3524.9452130302234,2299.88826866822,224.28462905450235,4.34,0.0051930721543219,-0.0956103427321446,-0.1853065339727182
HIP_28404,3454.9424501135945,6318.60388587798,226.09164352877517,4.34,0.036330979633891,-0.298529337864271,-0.1610560996542969
HIP_57362,3437.39390429022,2330.398408827657,307.62979674763125,4.33,0.0055018422764179,-0.1792345427302901,-0.1784423533929478
HIP_11293,3558.4603563518613,1682.7837640696796,230.9468862863393,4.33,0.0063613127694158,0.0035351260709983,-0.2086988596583818
HIP_87808,4399.819287508726,2233.0980939749124,238.07500063691765,4.33,0.0125083871132107,0.4691525612339844,-0.1431217896000787
HIP_82172,3619.214574471116,1987.7067897414609,235.5004847882304,4.32,0.0081522649453813,-0.0017028344025789,-0.1570062101926205
HIP_61908,3511.17773368278,430.3069275642056,185.9174678191499,4.32,0.0100029311369252,0.7286083455437753,-0.0868011323715109
HIP_82650,3404.489280867856,2898.1739438109157,233.17455440235173,4.31,0.1448940658716254,-0.1737803339495744,-0.1578517957608522
HIP_51905,3691.833817429142,993.6113657072502,282.3215771286769,4.31,0.0061644023593097,0.6758911963507876,-0.0792813834550671
HIP_116889,3804.3196530779824,989.798344752272,232.08278190261936,4.31,0.0055739179717095,0.6035928701467488,-0.0716980386246805
HIP_112155,3137.1260186471045,1976.6312012837127,334.7627124937687,4.3,0.0258507381447994,-0.1474368696927674,-0.1566768769214963
HIP_38200,3775.52607829246,735.3067492421258,214.58945621780225,4.3,0.0068039925552467,0.6700042005726292,-0.1172397981543229
HIP_21297,4016.6659471724415,446.9873922440558,170.87926418603396,4.29,0.0105028447495866,1.0548652253712718,-0.0266366860031351
HIP_109070,2638.935645995298,10916.03859417773,386.1592827826608,4.28,0.037615785364382,-0.499,-0.2198022606164763
HIP_80047,3387.1025562286377,4702.615460846187,206.89247259931375,4.28,0.0358612484250567,-0.2286885670354141,-0.2001620185346948
HIP_69829,3673.22809999343,1423.76928963386,298.30930304206504,4.28,0.0084642370675852,0.2083784434842082,-0.0783709229984447
HIP_89678,3899.990149512887,1980.552201852017,222.2227177666236,4.28,0.1003654964127082,0.3456015387058526,-0.1006926164384711
HIP_94969,3312.571963469381,2752.3003354162984,285.1615456008074,4.27,0.0702337150743942,-0.1008196862925947,-0.1090179279349493
HIP_78276,3876.719069033861,751.8248204063511,246.6380018234468,4.27,0.0083286438956725,0.7363018554065532,-0.1461530960426422
HIP_80488,2046.3467458575903,13750.72250555692,404.656928480534,4.26,0.0227396278787182,-0.499,-0.1302830572129779
HIP_35152,3708.818516992033,918.375536111894,245.50482175067972,4.24,0.0087310797309835,0.4470760313388093,-0.1143680108340585
HIP_104031,3834.664438962936,1582.0691281251657,338.20701776268976,4.24,0.0238780690517651,0.5997105599341235,-0.0324211483941374
HIP_70236,3462.4568004906178,1729.3084992547106,218.6460695903569,4.23,0.0063493983621919,0.0714926959185096,-0.1068261461986395
HIP_86153,3518.8203734904528,1281.536916747771,286.4307781916331,4.23,0.019518481586139,0.1929207465837557,-0.1317868818569002
HIP_59831,15876750.0,5010880393.7687845,229.10648779976657,2.33,0.0046218817938037,5.999,-0.1481834404323451
HIP_2215,3168.871896676719,4087.6461465421607,275.5107886005773,4.22,0.0064146901387189,-0.0839264063290334,-0.0556184831553861
HIP_89527,3497.470825430355,1787.9586662982017,239.07701331500292,4.22,0.1318522820566846,0.2351373487449839,-0.0099177352969784
HIP_37648,3871.364186843857,2054.156139636442,239.7696782624128,4.22,0.007183784415191,0.243169880239451,-0.1135895288886847
HIP_112832,4084.63549464941,846.8174739852008,269.18903372523056,4.22,0.0060008695326969,0.6721362326084259,-0.1683688605988574
HIP_79754,3532.279632815625,2082.9970157226016,241.21881311364012,4.21,0.0928021740747957,-0.0203246439353801,-0.1922765460791157
HIP_105576,3722.15495467186,867.7360086356268,232.4050437637076,4.21,0.0100430783793329,0.4885154818704,-0.0893322858454589
HIP_3632,3477.7196338400245,2222.587710353258,223.0562933126067,4.2,0.0106242406696439,0.0773980991804244,-0.0594475774336716
HIP_10418,3739.28806848242,985.0052947467816,238.0952489078726,4.2,0.0069737330328092,0.2150542226411955,-0.2170372532999238
HIP_37508,3605.4330810700776,1160.7050559726722,252.81733075018727,4.19,0.005317587071776,0.3257439724391178,-0.0588673313647425
HIP_112585,3435.2748858626,597.4592403771287,239.80814908970987,4.17,0.034785099873019,0.4780718047482293,-0.1805871701994491
HIP_114347,3416.9097523391247,4437.119184551105,239.8081490897099,4.17,0.0178631381017618,-0.1689972927860035,-0.0361633550045813
HIP_44481,3304.2272442765534,2144.0796225496283,244.1474733643269,4.16,0.0046600416949035,-0.1421194384723643,-0.1516190217787376
HIP_68937,3488.296520984732,939.6638000858968,245.3499533263217,4.16,0.0238262240298406,0.414162450809199,-0.0601336832936119
HIP_75730,4022.728573163477,491.70734802747296,197.0778850626414,4.16,0.0696698307164338,0.9816778016005396,-0.0566258426685799
HIP_115590,3618.755739480257,2185.9582867755616,250.373852048288,4.15,0.0375318771436194,-0.0643573289895487,-0.2181183838067243
HIP_23453,4270.794395313715,4723.031706903132,241.5821891462706,4.15,0.1336896093696613,0.2072242591960771,-0.1574201602156168
HIP_57607,3075.061924679176,8095.554554182007,215.249687112416,4.14,0.0117428858655921,-0.4898909609692596,-0.1258127249806072
HIP_86527,3964.107147934847,2264.2559100630106,401.9831134701684,4.14,0.1747006921471155,0.1109974164366027,-0.2111003322193875
HIP_95038,3646.069740056992,824.0585243568387,242.130743895965,4.13,0.0095024758220327,0.332746891884887,-0.2017569641081655
HIP_46741,3835.745754278032,920.375960721091,242.13074389596505,4.13,0.0582822368669951,0.4624918798516431,-0.2276354261803468
HIP_15219,4793.690531357424,789.9313730384781,238.1719033242723,4.13,0.0976260183225258,0.8461455351756375,-0.1828653146002002
HIP_44050,3158.101246440783,3324.680295752944,271.70011216614336,4.12,0.0043357428038669,-0.0206380363684717,-0.0510778887566876
HIP_95413,2827.16352957068,5706.596798991763,205.0867761414592,4.12,0.0102827725763712,-0.4656043008220853,-0.1563726198915279
HIP_66496,3238.5684722394217,1624.425526223808,340.5526846880591,4.12,0.0073816815344833,0.0893854908373121,-0.0790284935096715
HIP_54708,3399.855671329424,2041.340931744767,242.71845334391324,4.12,0.046713311623478,0.0271078771858785,-0.2039078070429729
HIP_108869,3312.9932504799217,2206.49933822628,321.3400742947566,4.11,0.0074803107319255,-0.1363535098984334,-0.1660929749859671
HIP_24441,3346.965926885605,2878.449700255519,322.9420040037547,4.1,0.0410874779733424,-0.0296981979438673,-0.0031722850525049
HIP_17884,3518.1461459615093,9022.710497488568,284.8506402955451,4.1,0.1260843576837377,-0.3235671199149799,-0.2536716423010767
HIP_44862,2783.3020739629865,2685.296813910048,252.42254106909684,4.09,0.0042042890011355,-0.2844017158356964,-0.0576651520354985
HIP_54999,3426.6776268807007,2164.4880275406003,321.8682449667002,4.09,0.0059338186707099,0.0356535569593639,-0.0700576485889267
HIP_51718,3848.2998813015,1353.109309082409,254.80734214058316,4.09,0.006755205722086,0.4415796261197076,-0.1022455470006118
HIP_21476,4799.986003644299,2769.2679909936955,268.461365975726,4.09,0.1662289295455452,0.4870870913165728,-0.1752449178753356
HIP_17373,3383.3048392261844,1526.1814364345516,327.16687161139936,4.08,0.0058947334305766,0.0258807056006311,-0.1670269373420385
HIP_1325,3430.3312101215124,1452.3462391211606,334.90431848075485,4.08,0.0178483570583737,0.2770183495271405,-0.0108146603203288
HIP_49926,3505.9661173359927,1685.864260824016,245.7002353372873,4.07,0.0314744853192759,-0.0507055914546903,-0.2072076728873146
HIP_39299,3499.8602521419525,1318.9406689429647,282.22925634326253,4.06,0.014813388987719,0.1508917527070119,-0.1684355786520615
HIP_33929,3453.0879215028835,1660.823673260047,238.93513228076444,4.05,0.0084278360131313,0.1574642637479275,-0.0727359156816824
HIP_72208,3304.522556318989,4195.125519202032,209.9069212257408,4.04,0.0094014843326106,-0.2288666465028539,-0.0547392229353083
HIP_35264,3837.446277290583,9468.78420654462,223.1947449271449,4.04,0.0063556573744581,-0.1502166174761381,-0.1338204655435819
HIP_112205,3385.262799540069,854.7728724867849,286.94969220760987,4.04,0.0063095760779193,0.2430859477015881,-0.1828748942491863
HIP_79072,3509.134468785487,1694.7532497135776,219.6591032465236,4.04,0.0350486077306113,0.0049762381277131,-0.0325862866608524
HIP_69614,3522.830753470771,904.5066566450882,248.2708941832212,4.04,0.0114538719099337,0.4910213979899414,-0.0144459317218459
HIP_9809,3543.720611351455,1262.3820494057895,281.9728072851679,4.03,0.0307296084590006,0.3492405794035287,-0.0404299284376825
HIP_52366,3499.894775720313,1460.1303232489277,256.93850418687174,4.02,0.0046148094007592,0.1401057522302986,-0.1341912997454385
HIP_107036,3162.097324404458,22928.60678937416,493.8987595865908,4.01,0.2430572858007756,-0.499,-0.3815502644606491
HIP_114404,3352.207093957113,1860.5320746003504,193.7878440098813,4.01,0.0165623601615427,0.1537473063308576,-0.1072994085834435
HIP_44738,3616.862320695072,1622.2702512512565,347.7061144996092,4.01,0.0048482369416101,0.2556310415480975,-0.0088755643117445
HIP_110428,2800.232455674559,4198.943960978204,243.22615919696847,4.0,0.0501796122056297,-0.4879300680525604,-0.2375986136612456
HIP_32855,4265.9068555163685,1107.1249241940757,271.9612292482544,4.0,0.0067112773555719,0.652031245667962,-0.1523317810274555
HIP_82038,3619.942835494876,2144.189694956771,373.823927908463,3.99,0.2186198412967229,0.0830907502235591,-0.1219414945618437
HIP_65311,3634.102526251226,1513.8164090352875,337.898584195942,3.99,0.0161917254938883,0.1581528723409722,-0.1829036593879366
HIP_97151,3521.784230300691,904.8164058731496,251.25628020293132,3.98,0.0155889446785613,0.313624052899617,-0.1624554630924112
HIP_85084,3945.0690346659394,492.1335472621782,163.17880442492378,3.98,0.0770497504357867,0.9177239073788956,-0.0768151196626885
HIP_92335,3246.46320536267,1827.262971709684,272.4549370822245,3.96,0.0110459892265935,-0.1284406419657395,-0.198285502944601
HIP_84649,3776.0989664378576,845.2664235624256,245.79238494120773,3.96,0.2018190826863242,0.6846634546251638,-0.0689253897333918
HIP_32494,4199.619421527023,964.9619664768612,283.04284818645067,3.96,0.0076145618652819,0.3945161862273183,-0.2173022671895896
HIP_36288,3153.038667924702,9588.989961627349,345.8778801738447,3.95,0.0142790946925071,-0.499,-0.2438154336814862
HIP_53781,3972.670139744878,686.7140052730438,233.82153879293747,3.95,0.004669425314236,0.6116886593680908,-0.165325532440224
HIP_53726,3592.63735735949,1077.9175715079084,253.80710291295455,3.94,0.0047144096486104,0.352992972758881,-0.1484184882401459
HIP_86677,3625.112255406421,1242.924378241176,252.497805134358,3.92,0.2773367017913465,0.4220509378142036,-0.0213436413795548
HIP_14040,3621.0194437019527,1839.167640997493,364.5977016094534,3.92,0.0294306637354293,0.2782769544982342,-0.0183082834327327
HIP_98162,4263.719657789916,1953.5790039446583,260.8047253699896,3.92,0.0534068743819149,0.5684902317985054,-0.1185330001685601
HIP_94713,4485.506127605913,1439.9045541653743,241.2743847879476,3.92,0.0155710894854767,0.7251156319010943,-0.1478987913533443
HIP_88190,3733.379890573269,632.7646660393691,241.0872125751952,3.9,0.0157475545026197,0.528973411805219,-0.131299113705382
HIP_109492,4177.792224898003,5653.596718439977,266.0799971511159,3.9,0.0404307596434837,0.0359118483433009,-0.2224016277258564
HIP_42489,3167.4536897987127,4732.031436695836,377.4730645859975,3.9,0.0062014217486748,-0.3580579406979174,-0.0627829887437289
HIP_13064,3312.394649258349,4931.601894136722,321.5846932636294,3.9,0.0103206767467681,-0.0657827421262133,-0.0692763384505955
HIP_93309,3418.9759440504718,1672.1912067899934,304.0294820577616,3.89,0.0147535309083265,-0.0046973984490357,-0.1956573752825171
HIP_23874,3572.841808100202,919.9072512082032,277.41233493301905,3.89,0.0117638687022599,0.4964368384290534,-0.0604063300442246
HIP_29048,3668.4910989250056,1204.0556853811938,218.3416117701164,3.89,0.0071982607137412,0.3580642044104722,-0.0715605131316887
HIP_64445,3788.322097286582,799.4186935472753,251.92027169235564,3.89,0.0057307384637226,0.8450774951575655,-0.050424033971414
HIP_75973,3862.2882099988055,2153.739308148735,293.49958445146336,3.89,0.0076580591542124,0.1032846444957131,-0.1896017345818791
HIP_1809,3674.20157554574,1382.9659553040765,337.04898775216066,3.88,0.0257067600841312,0.0753725288306714,-0.2079368210443548
HIP_94646,3554.6081767752185,963.4970103904068,278.2220264119496,3.88,0.0802618513486183,0.4397190319606192,-0.0881274752251339
HIP_80898,3872.321397881024,1559.4577403308615,354.4157360676415,3.88,0.0193439073199752,0.3100943058093977,-0.1330950947188761
HIP_38639,3933.8071220532574,888.4696278091145,257.7319511610616,3.88,0.0080015960644681,0.4536183851642814,-0.1879705087203183
HIP_47066,1738.1057739257812,1271.525372920363,391.6964109322293,3.87,0.0077679722136688,-0.499,-0.0990133737064769
HIP_104060,3897.419202199672,6273.580329106761,290.9328878141516,3.87,0.020189435059577,-0.1262032465347156,-0.1991596211667236
HIP_102978,3835.9383767237887,1799.5699099193364,176.38424735290573,3.87,0.0145673646235265,0.3314203567158422,-0.0796857670451568
HIP_57504,3157.532717213034,5050.3821998120575,432.0655585042463,3.86,0.0077496559710499,-0.499,-0.2889376853782534
HIP_22383,3564.6647036774084,1296.4979820836209,259.0673645536912,3.86,0.0866030163916085,0.0708608573412465,-0.2238722809659568
HIP_117628,3637.3381169047207,1404.776980122584,259.9356908329021,3.86,0.0199039932213807,0.1781029103775111,-0.0420422965589057
HIP_100501,3748.981924852124,988.9681240349174,299.54866734316937,3.86,0.0191074847634803,0.4392550912181745,-0.1941479819932142
HIP_32246,4425.029037837521,5914.619637989629,261.9803080060852,3.86,0.0136863345034613,0.1921643873646257,-0.1108051636407782
HIP_17881,3157.766911536455,5937.743419558086,257.21692081620245,3.85,0.0341222398229663,-0.499,-0.2483232045183428
HIP_115433,3535.2721644361736,1092.9224416747827,260.4166724874329,3.84,0.0058900538498135,0.1795460952894245,-0.2219370547913631
HIP_42088,4399.658378772438,1662.1113330978242,328.41091849671784,3.84,0.0252056189284803,0.4177790570167312,-0.2462693729634756
HIP_53809,1900.296715577133,9330.572683631442,213.30416950767105,3.83,0.0056081317662527,-0.499,-0.0669635576634123
HIP_13645,3471.6029570333194,1599.4221430762375,324.97589943409184,3.83,0.1234365389475986,0.0435215476247368,-0.1660416514253525
HIP_29263,3508.184485102538,2038.0895879642824,253.00199884945204,3.83,0.0046851793444466,-0.0101245077630354,-0.1623784455410151
HIP_88838,2929.7775981295854,5849.474123478207,289.90722850034746,3.82,0.1870997456475653,-0.499,-0.1092151072598445
HIP_38834,3350.1456934958696,5587.968842726633,412.8763285660696,3.81,0.0562958535202221,-0.413631756581208,-0.3405626718835793
HIP_16319,3505.122077141132,1798.383238909726,301.1994823328674,3.81,0.1257767064265539,-0.0618426331821124,-0.2787817717661701
HIP_45824,3427.06417194102,1834.4325356122947,322.9971871928913,3.81,0.0047503026187882,0.1182941897597791,-0.0010245979209817
HIP_71280,3755.118662617606,866.3490353123947,262.46719554291167,3.81,0.0057302007138071,0.6534088763083492,-0.1966157021936318
HIP_76008,3894.2961305379863,1491.9657190566852,262.46719554291167,3.81,0.0073522734189877,0.2918703692222237,-0.2507072408266587
HIP_69816,2265.3950057923794,5893.606656736473,523.0876808030536,3.8,0.0120930607675567,-0.499,-0.4481435934319127
HIP_60584,3624.5184183865786,1268.470041667165,257.8792994843119,3.8,0.0054026472178216,0.1447588199225737,-0.2124734293532196
HIP_33357,3610.4880777047943,3485.0366737511195,305.50174871148783,3.79,0.0102301049226892,-0.1685735966008152,-0.2256760754986381
HIP_39023,4733.60900692438,803.0944610416572,266.6015095123483,3.79,0.0079997721257308,0.9803781831776828,-0.1051086903540993
HIP_38580,3226.7858497942507,3970.103715986522,308.6682133900185,3.78,0.0090998188743616,-0.3074542651157461,-0.1361501682458122
HIP_14819,3671.7105916142464,1463.946447393751,338.1523040918859,3.78,0.0287696463458303,0.3080335352619547,-0.0224749317133771
HIP_40144,3353.817506246778,2212.8180335870925,324.0962467356351,3.77,0.0178788053355731,-0.170671979275288,-0.1872395772783616
HIP_6759,3258.8224665840244,13267.210774434629,382.379233418868,3.76,0.0071220898724577,-0.499,-0.2028652364175683
HIP_302,3570.2393899858,1306.9540502121115,286.3406702481985,3.76,0.0693855475289133,0.0969181736438669,-0.2571878899522178
HIP_4879,3759.894990921021,1451.6149559761989,292.402155671887,3.76,0.0066953854353429,0.052661485505479,-0.2599627679787361
HIP_64645,3404.47523932904,941.4195680364654,278.9655321754619,3.75,0.0066596219657953,0.3818485286151833,-0.0219688155208513
HIP_31363,3428.4417472750647,1133.7807433053356,274.4855335059815,3.75,0.009870169166971,0.3368192951019777,-0.0237659420389106
HIP_53564,3143.3559282124043,1771.8081239497253,256.0579918872318,3.74,0.0067895843486396,-0.2255576630888791,-0.2417279117618312
HIP_106870,3541.464756242931,1472.5402313699851,375.3677654088654,3.74,0.0174191681395836,0.1971129503914603,-0.0271600103500223
HIP_51821,3351.0783675819403,6287.7264100304665,268.09651337438737,3.73,0.010312315114826,-0.4182081828924282,-0.1691250840334983
HIP_13268,4099.650383620756,6546.298141127211,283.68914687456964,3.71,0.131536493769792,-0.0685373836794855,-0.2307165467778009
HIP_39117,4162.707903685514,546.7390337165491,212.44196901206035,3.71,0.0081713481580107,0.7049178848293947,-0.2013619322986094
HIP_80079,4837.147283833474,1009.1555392044912,177.90000185711403,3.71,0.1076991626118688,1.0023816569826898,-0.0727099060645757
HIP_108928,3141.718682944774,4641.572010298384,245.3122863191536,3.71,0.0211723604213456,-0.4271986146314024,-0.1159595668410644
HIP_14824,3631.217041660566,3770.000025840741,529.8863558819685,3.7,0.1493483133377388,-0.3130943732760229,-0.3158016024701041
HIP_3894,3547.921407222748,694.9616463283783,270.2702667871647,3.7,0.0055870095497864,0.312842513834501,-0.2238399532728679
HIP_37465,3622.094975709915,904.6677749081708,262.0263408169126,3.7,0.0095864692205545,0.4524588231528441,-0.0992557591679922
HIP_1728,3255.874216556549,7335.299177075125,262.9122879932376,3.7,0.0054873119173364,-0.4072139513575443,-0.0899281080833403
HIP_85760,3706.7280296981335,1970.5060147358863,241.233498199336,3.69,0.0546462231654273,-0.0504988986872962,-0.2338138769176538
HIP_99675,4077.063089219155,5959.837817578066,321.9577004620333,3.69,0.018291400166591,0.0472608612823597,-0.2303108136138251
HIP_88326,3591.320063833846,2600.5182165933006,420.12619982782047,3.68,0.4759685894151979,0.0841502808525245,-0.0893923637011309
HIP_91061,3473.67390409112,1018.66610849887,271.739125505287,3.68,0.0097173912184791,0.1651709619923602,-0.2103383817091543
HIP_43575,3545.2692877838854,2487.965025944932,383.1937215916051,3.68,0.0058576085593917,0.0516418109893619,-0.1794749908619433
HIP_84535,4073.665159381926,1271.3476204612905,271.739125505287,3.68,0.0122959322240361,0.2012399412079357,-0.2652963923624687
HIP_107723,3699.683977745008,900.0605617864584,280.21288418572817,3.68,0.0407409753063399,0.4579471217655424,-0.2409499582230954
HIP_41163,3760.763217858039,570.671820622122,239.79757454470197,3.67,0.0041856602064462,0.981159502207522,-0.0442143671758292
HIP_56986,5014.959076195955,1297.4851539441,272.4795583682451,3.67,0.0895056154693029,0.6601722047674312,-0.2362880814625627
HIP_28134,3063.908303156495,2300.5598545238386,348.75609761829435,3.65,0.0069839653824768,-0.499,-0.2916945920740446
HIP_104755,3613.91110264929,2603.858127985231,273.97259558135266,3.65,0.0167583290459078,-0.017323962771643,-0.2521710633759071
HIP_41299,4002.933862444479,514.4653227072586,225.47674208305648,3.65,0.0039995423733854,1.1976405046642735,-0.0082709616665615
