Object,Teff,Lum,Distance,Parallax,Av,logg,[Fe/H]
HIP_96204,3332.7856267802417,2537.845017171654,213.13315694716843,4.94,0.068579077191595,0.0056831675268407,-0.0202983530213574
HIP_117986,3466.501665450633,1084.7727660827106,246.9714000956864,4.93,0.0154557548572296,0.3718514112613418,-0.0647884891896042
HIP_63066,3694.195378074073,852.4162899281083,202.8397636551223,4.93,0.0171408366698077,0.4486120050819342,-0.1372496197245689
HIP_38016,3733.3306182351953,822.0981383372209,180.5288102601848,4.93,0.0056138020116553,0.5046516508324932,-0.0990934737951895
HIP_79086,3330.9382930397987,1250.4511258729551,181.3254205446956,4.92,0.0321798794075511,0.0916899386464011,-0.0271493417220199
HIP_28874,3176.641699115862,5339.852863999591,252.55585072558583,4.92,0.0058087491379265,-0.2378890476536268,-0.103143114443521
HIP_106062,3370.473164273426,3043.013301576032,225.38932143759328,4.9,0.0265545157626037,0.0738804103343202,-0.0848818137899882
HIP_100261,3339.9003855884075,2393.7038525972566,205.3388138601976,4.87,0.0097836989753512,-0.1626025709362082,-0.1892537379115569
HIP_88128,4655.518951051927,1038.273807037715,230.7354572391671,4.86,0.0451891225450425,1.0944813375032665,-0.0664029706880762
HIP_76423,3145.062188671727,6543.374494672298,215.861058070841,4.86,0.0152867369824733,-0.3206653959909804,-0.0561786997995038
HIP_9533,3591.3798707770184,809.8864208095482,212.7141235892429,4.85,0.0210410773312597,0.3961314553187698,-0.0495325606575358
HIP_64852,3661.828696306766,1811.12243207755,210.1157099117472,4.83,0.0058497308247815,0.4751854198002423,-0.0200259425721676
HIP_92142,3447.256023287773,1298.8939757388157,267.3722835472376,4.82,0.0812994410200565,0.1571027527881918,-0.1314323219827922
HIP_67288,3626.2026112212334,985.8025693627692,194.8061629339816,4.82,0.0177313057092828,0.4775597607467903,-0.059673832819661
HIP_52009,3415.9024698659778,4125.251215317695,208.33332505491077,4.8,0.0050290321459052,-0.2425175606856564,-0.0481884756244417
HIP_77615,2061.2022508960217,8770.544431906535,472.4183332540638,4.78,0.0213295387086034,-0.499,-0.1227158374449821
HIP_79349,3426.726020410424,1921.657987673302,208.1816662813764,4.78,0.0131026343961734,0.0137761710409316,-0.0828052405196914
HIP_52127,3558.030024692416,1159.859645202212,209.20501173787488,4.78,0.0305964744966772,0.3193380137602499,-0.1771032440851267
HIP_107140,3322.435231804848,2587.1012729329304,233.1994905813068,4.77,0.0203371142923399,-0.1492452670516399,-0.1655566113389005
HIP_92111,3956.15391603671,959.859448613842,224.7825704503701,4.77,0.101541348837377,0.621194308818112,-0.0854212543382707
